Name,RAT,POS,VER,Price,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS
Francés,71,CB  RB,Normal  Controlled,350,2,4,M \ H,72,34,61,60,72,73,"180cm | 5'11""  Lean (70kg)",5,372,1745
Gastón Olveira,71,GK,Libertadores  Controlled,300,1,2,M \ M,72,74,53,70,19,68,"191cm | 6'3""  High & Average (80kg)",4,356,619
Juan Espínola,71,GK,Normal  Controlled,0,1,2,M \ M,71,67,74,72,40,74,"185cm | 6'1""  High & Average (89kg)",1,398,893
Farouk Chafaï,71,CB,Normal  Controlled,300,2,3,M \ M,41,44,46,46,72,82,"182cm | 6'0""  Average (75kg)",4,331,1591
Erick Otieno,71,"LB  RB,LWB",Normal  Controlled,300,2,4,H \ M,89,46,64,70,63,75,"168cm | 5'6""  Short and Balanced (70kg)",9,407,1855
Daryl Dike,71,ST  CF,Normal  Lengthy,300,2,4,H \ L,68,71,47,62,21,80,"188cm | 6'2""  High & Stocky (100kg)",26,349,1557
Henry Kessler,71,CB,Normal  Lengthy,2K,2,3,L \ H,57,27,49,60,71,76,"193cm | 6'4""  High & Average (84kg)",1,340,1548
Tomáš Suslov,71,CAM  LM,Normal  Controlled,4.4K,3,3,H \ H,74,65,70,74,48,65,"173cm | 5'8""  Stocky (72kg)",6,396,1848
Santiago Rodríguez,71,"CAM  RM,LM",Normal  Explosive,300,4,3,H \ L,77,63,67,74,38,48,"172cm | 5'8""  Lean (62kg)",2,367,1708
Santiago Hezze,71,CDM  CM,Normal  Controlled,300,3,3,M \ H,66,54,64,67,67,74,"182cm | 6'0""  Average (77kg)",2,392,1813
Carlos Alcaraz,71,"CAM  CM,LM",Sudamericana  Explosive,0,4,3,H \ L,84,67,65,77,46,66,"176cm | 5'9""  Lean (70kg)",12,405,1920
Julian Justvan,71,"CAM  LWB,RM",Normal  Explosive,300,3,3,H \ L,84,55,69,74,52,52,"178cm | 5'10""  Average (65kg)",5,386,1814
Márton Dárdai,71,CB,Normal  Controlled,550,2,4,M \ M,65,31,65,63,72,70,"188cm | 6'2""  High & Average+ (77kg)",13,366,1701
Oleksandr Syrota,71,CB,Normal  Controlled,350,2,3,M \ M,69,27,42,49,73,74,"193cm | 6'4""  High & Average+ (78kg)",2,334,1529
Lucas Gourna,71,CDM  CM,Normal  Controlled,350,2,3,M \ H,67,52,64,69,69,72,"185cm | 6'1""  High & Average+ (78kg)",12,393,1831
Matous Trmal,71,GK,Normal  Controlled,350,1,3,M \ M,70,70,58,74,22,69,"192cm | 6'4""  High & Average+ (80kg)",1,363,625
Eric Meza,71,RB  RWB,Libertadores  Explosive,0,3,3,H \ H,81,62,65,72,64,68,"175cm | 5'9""  Lean (72kg)",6,412,1918
Filip Kaša,71,CB,Normal  Lengthy,350,2,3,H \ M,73,38,55,62,71,71,"191cm | 6'3""  High & Average+ (84kg)",-1,370,1668
Emmanuel Agbadou,71,CB  CDM,Normal  Lengthy,2.1K,2,3,M \ M,67,47,50,57,69,79,"192cm | 6'4""  High & Average (86kg)",4,369,1629
Jon Morcillo Conesa,71,LM  LW,Normal  Controlled,400,4,4,M \ M,74,73,70,73,37,60,"183cm | 6'0""  Lean (72kg)",2,387,1848
Jackson Muleka,71,"ST  CF,RW,LW",Normal  Controlled,500,4,3,H \ H,81,69,58,73,35,70,"180cm | 5'11""  Average (77kg)",6,386,1831
Jan Paul van Hecke,71,CB,Normal  Lengthy,400,2,3,M \ M,60,45,56,61,72,72,"185cm | 6'1""  High & Average+ (78kg)",6,366,1728
Yan Bueno Couto,71,"RM  RWB,RB,RW",Normal  Explosive,400,2,3,H \ M,82,56,65,74,62,59,"168cm | 5'6""  Short & Lean (60kg)",7,398,1867
Dion Lopy,71,CM  CDM,Normal  Controlled,550,2,3,M \ M,67,59,68,71,68,73,"184cm | 6'0""  Average (79kg)",5,406,1914
Ousmane Doumbia,71,CDM  CM,Normal  Controlled,700,2,3,M \ M,72,58,65,66,69,78,"175cm | 5'9""  Average (70kg)",0,408,1918
Pape Matar Sarr,71,CM,Normal  Controlled,5.4K,2,3,M \ M,67,63,68,72,66,65,"184cm | 6'0""  Lean (70kg)",28,401,1880
Sorba Thomas,71,"RW  RWB,LWB,RM",Normal  Controlled,9.9K,3,3,H \ H,87,65,69,71,50,69,"185cm | 6'1""  High & Average+ (75kg)",6,411,1907
Antonio Blanco Conde,71,CM  CDM,Normal  Controlled,0,3,3,H \ M,54,57,67,66,62,58,"176cm | 5'9""  Average (68kg)",0,364,1761
Francisco Ribeiro Tomé,71,"RW  RM,LW",Normal  Explosive,550,3,4,H \ M,75,69,67,74,33,52,"171cm | 5'7""  Average (66kg)",2,370,1782
Bauman,71,ST  CF,Libertadores  Controlled,0,2,2,M \ L,71,72,54,66,31,62,"180cm | 5'11""  Average (79kg)",1,356,1708
Guilherme Ramos,71,CB,Normal  Controlled,550,2,3,M \ M,61,33,47,51,71,74,"191cm | 6'3""  High & Average (82kg)",3,337,1536
Emir Sahiti,71,"LW  LM,RW",Normal  Explosive,400,3,4,M \ M,84,69,64,74,40,58,"174cm | 5'9""  Average (65kg)",1,389,1839
Mattia Viti,71,CB,Normal  Controlled,3.7K,2,3,M \ M,71,35,48,48,73,70,"190cm | 6'3""  High & Average+ (82kg)",5,345,1592
Philipp Klement,71,CAM  CM,Normal  Controlled,300,3,2,M \ M,46,68,75,73,40,53,"175cm | 5'9""  Average (72kg)",3,355,1829
Callum Robinson,71,"ST  CF,RW,LW",Normal  Controlled,400,3,3,M \ M,79,70,65,74,32,62,"178cm | 5'10""  Average (75kg)",6,382,1772
Michał Helik,71,CB,Normal  Lengthy,450,2,3,M \ M,62,49,47,53,70,76,"191cm | 6'3""  High & Average+ (80kg)",7,357,1676
Simeon Tochukwu Nwankwo,71,ST  CF,Normal  Controlled,300,2,3,M \ L,58,73,45,60,29,75,"198cm | 6'6""  High & Average+ (84kg)",8,340,1607
Dominic Hyam,71,CB,Normal  Controlled,300,2,3,M \ M,54,32,53,58,72,74,"188cm | 6'2""  High & Average+ (70kg)",8,343,1601
Enzo Crivelli,71,ST  CF,Normal  Controlled,300,2,3,H \ H,62,69,62,66,36,85,"184cm | 6'0""  Stocky (84kg)",11,380,1801
Joher Khadim Rassoul,71,"LB  RB,CB,LWB",Normal  Lengthy,300,2,4,H \ H,78,46,60,66,68,79,"187cm | 6'2""  High & Average (81kg)",7,397,1818
Simen Juklerød,71,LB  LWB,Normal  Controlled,600,3,3,H \ M,83,68,68,70,62,72,"187cm | 6'2""  High & Average (83kg)",3,423,1965
Anderson Lucoqui,71,LWB  LB,Normal  Controlled,200,2,4,M \ M,75,44,59,71,67,71,"180cm | 5'11""  Average (79kg)",8,387,1789
Yan Valery,71,RB  RWB,Normal  Controlled,350,3,2,H \ H,69,52,60,69,69,72,"180cm | 5'11""  Lean (85kg)",5,391,1818
Clément Michelin,71,RB  RWB,Normal  Controlled,400,3,3,M \ M,70,50,66,69,66,68,"178cm | 5'10""  Lean (65kg)",3,389,1843
Álvaro,71,GK,Normal  Controlled,350,1,3,M \ M,73,67,66,75,47,68,"186cm | 6'1""  High & Average (75kg)",3,396,830
Steven Alzate,71,CM  CDM,Normal  Controlled,300,3,3,M \ M,68,60,69,75,62,68,"180cm | 5'11""  Lean (75kg)",6,402,1898
Yvan Neyou,71,CDM  CM,Normal  Controlled,300,2,3,M \ M,66,60,65,75,70,68,"180cm | 5'11""  Lean (63kg)",0,404,1911
Sepp van den Berg,71,CB,Normal  Controlled,1K,2,3,M \ M,60,34,62,64,72,72,"194cm | 6'4""  High & Average (78kg)",13,364,1677
Filip Benkovic,71,CB,Normal  Lengthy,450,2,3,M \ M,58,44,54,55,71,79,"194cm | 6'4""  High & Average (91kg)",7,361,1658
Gabriel Fuentes,71,LB  LWB,Normal  Controlled,900,2,2,M \ M,82,44,61,69,65,75,"185cm | 6'1""  High & Average+ (78kg)",0,396,1794
Ezequiel Bullaude,71,"CAM  RM,CM",Normal  Controlled,350,3,3,H \ M,79,69,64,74,32,65,"184cm | 6'0""  Lean (80kg)",10,383,1743
Lucien Agoume,71,CDM  CM,Normal  Controlled,400,3,3,M \ M,64,54,68,72,67,69,"188cm | 6'2""  High & Average+ (72kg)",4,394,1833
Dervişoğlu,71,ST  CF,Normal  Controlled,400,4,3,M \ L,75,70,64,73,36,65,"183cm | 6'0""  Average (76kg)",7,383,1787
Yusuf Demir,71,"RM  CAM,RW",Normal  Explosive,300,4,3,H \ L,82,66,65,78,19,50,"173cm | 5'8""  Average (65kg)",9,360,1717
Agustín Rogel,71,CB,Normal  Controlled,300,2,2,M \ H,46,33,48,55,71,78,"190cm | 6'3""  High & Stocky (84kg)",3,331,1534
Sotiris Alexandropoulos,71,CDM  CM,Normal  Controlled,300,2,2,M \ M,76,60,63,69,68,72,"183cm | 6'0""  Lean (71kg)",15,408,1862
Christian Fuchs,71,CB  LB,Normal  Controlled,0,3,2,H \ M,48,66,74,67,72,67,"187cm | 6'2""  High & Average (89kg)",19,394,1972
Federico Dionisi,71,"ST  CF,RW",Normal  Controlled,400,3,3,M \ M,79,72,50,69,35,68,"179cm | 5'10""  Average (68kg)",2,373,1783
Aleandro Rosi,71,"RB  RWB,CB",Normal  Controlled,300,3,3,M \ M,68,59,67,66,66,76,"180cm | 5'11""  Lean (80kg)",0,402,1896
Eren Derdiyok,71,ST  CF,Normal  Controlled,8.8K,3,3,M \ L,36,74,66,65,32,67,"191cm | 6'3""  High & Average (92kg)",5,340,1698
Adil Rami,71,CB,Normal  Controlled,400,2,3,M \ M,38,48,53,57,71,76,"190cm | 6'3""  High & Average (90kg)",-6,343,1647
Roman Neustädter,71,CB  CDM,Normal  Controlled,300,2,4,M \ M,36,52,65,64,71,73,"190cm | 6'3""  High & Average+ (81kg)",1,361,1779
Vitor Hugo Gomes da Silva,71,CM  CDM,Normal  Lengthy,300,3,3,M \ M,55,65,73,70,64,73,"183cm | 6'0""  Average (81kg)",-1,400,1949
Diego Polenta,71,CB  LB,Sudamericana  Lengthy,0,2,3,M \ H,69,39,59,57,69,82,"185cm | 6'1""  High & Stocky (87kg)",-2,375,1726
Leandro Chichizola,71,GK,Normal  Controlled,400,1,3,M \ M,70,70,67,72,51,69,"182cm | 6'0""  Average (80kg)",-1,399,854
Hernán Barcos,71,ST  CF,Libertadores  Controlled,300,3,5,M \ M,53,73,66,66,46,71,"187cm | 6'2""  High & Average (91kg)",6,375,1831
Antonio Caracciolo,71,CB,Normal  Controlled,600,2,3,M \ H,57,32,49,62,72,76,"185cm | 6'1""  High & Average (83kg)",1,348,1602
Timm Klose,71,CB,Normal  Controlled,0,2,3,L \ M,32,38,54,38,74,67,"194cm | 6'4""  High & Average+ (85kg)",0,303,1465
Frederik Sørensen,71,CB  RB,Normal  Controlled,450,2,3,M \ M,52,33,61,60,70,79,"194cm | 6'4""  High & Average (88kg)",4,355,1638
Marco Capuano,71,CB,Normal  Lengthy,350,2,2,H \ M,63,33,49,57,71,81,"186cm | 6'1""  High & Average (80kg)",4,354,1637
Bruno Martella,71,"LB  LWB,LM",Normal  Controlled,400,3,2,H \ M,81,57,69,66,62,74,"183cm | 6'0""  Average (80kg)",2,409,1896
Dimitri Bisoli,71,CM  CDM,Normal  Controlled,300,3,3,H \ H,71,70,68,70,68,69,"180cm | 5'11""  Lean (77kg)",0,416,1999
Massimo Bruno,71,"CAM  RM,LM",Normal  Controlled,350,3,3,H \ M,72,68,71,72,42,61,"178cm | 5'10""  Average (75kg)",1,386,1868
Alfredo Donnarumma,71,ST  CF,Normal  Explosive,450,3,3,H \ L,79,72,59,70,36,60,"180cm | 5'11""  Average (74kg)",6,376,1802
Adrien Trebel,71,CM  CDM,Normal  Controlled,300,3,2,H \ H,61,67,72,71,68,65,"174cm | 5'9""  Average (72kg)",-1,404,1972
Marcello Falzerano,71,"RW  RM,CM",Normal  Explosive,300,3,3,H \ M,88,64,66,74,56,64,"167cm | 5'6""  Short and Balanced (68kg)",4,412,1923
Raffaele Pucino,71,"RB  RWB,CB,RM",Normal  Controlled,450,3,3,H \ M,73,45,59,68,67,72,"183cm | 6'0""  Average (74kg)",2,384,1805
Davide Adorni,71,CB,Normal  Controlled,350,2,3,M \ M,73,44,52,53,73,69,"185cm | 6'1""  High & Average (78kg)",1,364,1700
Matteo Ricci,71,CM  CDM,Normal  Explosive,450,3,3,M \ M,72,66,70,71,62,69,"176cm | 5'9""  Lean (68kg)",1,410,1976
Myung Joo Lee,71,CM,Normal  Controlled,10K,3,3,H \ M,70,61,69,70,61,71,"176cm | 5'9""  Average (74kg)",0,402,1903
Andrés Cadavid,71,CB,Sudamericana  Controlled,10K,2,3,M \ H,31,60,52,49,70,73,"188cm | 6'2""  High & Average (87kg)",0,335,1617
Bismark Adjei-Boateng,71,CDM  CM,Normal  Controlled,350,2,3,M \ H,75,64,60,67,67,84,"180cm | 5'11""  Lean (73kg)",5,417,1903
Alberto Barison,71,CB,Normal  Controlled,0,2,2,M \ H,65,42,51,54,72,70,"186cm | 6'1""  High & Average (78kg)",1,354,1672
Max Meyer,71,"CM  LM,CAM",Normal  Explosive,300,4,4,M \ M,63,61,75,76,63,59,"173cm | 5'8""  Average (67kg)",13,397,1955
Ronwen Williams,71,GK,Normal  Controlled,600,1,3,M \ M,72,67,67,71,55,69,"184cm | 6'0""  Average (75kg)",0,401,905
Angelo Rodríguez,71,ST  CF,Libertadores  Lengthy,10K,2,3,H \ M,69,68,57,70,32,78,"180cm | 5'11""  Stocky (82kg)",1,374,1716
Reinaldo Lenis,71,"RM  LM,RW,ST",Normal  Controlled,450,3,3,H \ M,80,64,66,71,36,62,"181cm | 5'11""  Average (76kg)",1,379,1737
Francesco Vicari,71,CB,Normal  Controlled,350,2,2,L \ H,34,27,52,46,73,68,"190cm | 6'3""  High & Average (80kg)",2,300,1439
Nikola Maksimovic,71,CB,Normal  Controlled,450,2,3,M \ M,51,28,44,53,73,76,"193cm | 6'4""  High & Average (87kg)",4,325,1486
Édson Felipe da Cruz,71,CDM  CB,Normal  Controlled,300,2,2,M \ M,67,64,63,64,71,76,"187cm | 6'2""  High & Average (75kg)",-3,405,1918
Matías Pisano,71,"RW  RM,CAM",Normal  Explosive,0,4,3,M \ L,79,67,69,74,42,46,"166cm | 5'5""  Short & Lean (61kg)",2,377,1819
César Falletti,71,"CAM  RM,CF",Normal  Explosive,300,4,3,H \ M,79,64,69,77,33,62,"170cm | 5'7""  Short & Lean (65kg)",3,384,1827
Luca Mazzitelli,71,CM  CDM,Normal  Controlled,450,3,4,M \ M,53,60,72,70,63,69,"187cm | 6'2""  High & Average (76kg)",1,387,1875
Gabriel Esparza,71,LM  LW,Libertadores  Explosive,0,3,3,M \ M,90,60,63,73,44,54,"164cm | 5'5""  Short & Lean- (65kg)",1,384,1802
Manolis Saliakas,71,RB  RWB,Normal  Controlled,350,2,4,M \ H,75,57,66,67,66,65,"175cm | 5'9""  Average (75kg)",-2,396,1885
Stefano Moreo,71,"ST  CF,LW",Normal  Lengthy,9.1K,3,3,M \ M,77,66,61,68,47,80,"191cm | 6'3""  High & Average+ (85kg)",0,399,1847
Djamel Benlamri,71,CB,Normal  Controlled,0,2,2,M \ H,53,35,51,49,70,83,"190cm | 6'3""  High & Average (83kg)",6,341,1576
Davide Diaw,71,ST  CF,Normal  Controlled,300,3,3,H \ L,82,69,55,68,27,71,"191cm | 6'3""  High & Average (78kg)",3,372,1712
João Othávio Basso,71,CB  CDM,Normal  Lengthy,450,2,2,M \ M,54,51,55,57,72,71,"187cm | 6'2""  High & Average (74kg)",5,360,1706
Cristian Ganea,71,LB  LWB,Normal  Controlled,300,2,3,H \ M,74,66,70,69,65,70,"175cm | 5'9""  Lean (72kg)",0,414,1973
Ricardo Luís Chaby Mangas,71,"LWB  CB,LB",Normal  Controlled,700,2,3,M \ M,71,46,61,69,66,74,"179cm | 5'10""  Lean (66kg)",2,387,1832
Mattéo Tramoni,71,LM  LW,Normal  Explosive,450,3,4,H \ M,80,63,68,71,48,62,"175cm | 5'9""  Lean (72kg)",4,392,1855
Mateo Carabajal,71,"CB  RB,CDM",Libertadores  Controlled,300,2,3,M \ M,71,43,63,62,70,75,"179cm | 5'10""  Lean (72kg)",2,384,1797
André Oliveira Silva,71,"ST  CF,LW",Normal  Controlled,1K,3,3,M \ M,76,70,65,72,32,66,"177cm | 5'10""  Average (72kg)",0,381,1816
Mailson Tenório dos Santos,71,GK,Normal  Controlled,400,1,2,M \ M,73,69,66,74,36,67,"200cm | 6'7""  High & Average+ (75kg)",6,385,694
Marko Jevtovic,71,"CDM  CB,CM",Normal  Controlled,300,2,3,M \ H,48,62,64,60,72,79,"194cm | 6'4""  High & Average+ (82kg)",0,385,1836
Giorgi Tsitaishvili,71,"RM  LM,RW",Normal  Explosive,400,4,4,H \ M,88,60,60,77,33,43,"171cm | 5'7""  Lean (63kg)",12,361,1631
Mosa Lebusa,71,CB  LB,Normal  Controlled,300,2,3,M \ M,75,41,58,62,72,68,"183cm | 6'0""  Lean (74kg)",0,376,1712
Afonso Gamelas Sousa,71,"CM  LM,CAM",Normal  Explosive,300,3,3,H \ M,75,62,67,75,57,55,"174cm | 5'9""  Lean (64kg)",4,391,1855
Ardian Ismajli,71,CB,Normal  Controlled,350,2,3,M \ M,72,28,48,61,74,65,"185cm | 6'1""  High & Average+ (76kg)",5,348,1597
Karim El Berkaoui,71,"ST  CF,LW",Normal  Explosive,350,3,4,H \ L,87,73,56,72,24,63,"170cm | 5'7""  Short & Lean- (68kg)",3,375,1801
Kaio Jorge Pinto Ramos,71,ST  CF,Normal  Controlled,400,3,3,H \ M,77,70,57,76,25,65,"182cm | 6'0""  Average (71kg)",26,370,1743
Arnau Martínez López,71,"RWB  RB,CB",Normal  Controlled,350,2,3,H \ M,74,43,60,66,68,67,"181cm | 5'11""  Lean (75kg)",17,378,1756
Caleb Okoli,71,CB,Normal  Controlled,1K,2,2,L \ H,54,30,46,53,72,77,"191cm | 6'3""  High & Average (91kg)",6,332,1521
Daniel Alexis Leite Figueira,71,GK,Normal  Controlled,500,1,3,M \ M,72,68,67,70,27,69,"189cm | 6'2""  High & Average (82kg)",1,373,711
Amir Sâyoud,71,"CAM  RM,CF",Normal  Controlled,300,3,3,H \ M,72,69,73,71,32,61,"171cm | 5'7""  Average (64kg)",5,378,1801
Nicolás Peranic,71,GK,Libertadores  Controlled,10K,1,2,M \ M,71,70,66,72,28,71,"183cm | 6'0""  Average (79kg)",-2,378,705
Jakub Kiwior,71,CDM  CB,Normal  Lengthy,6.4K,2,3,M \ M,65,37,58,63,70,75,"189cm | 6'2""  High & Average+ (75kg)",159,368,1695
Petar Bockaj,71,"LB  LWB,LM",Normal  Controlled,350,3,3,H \ M,71,72,75,73,65,68,"179cm | 5'10""  Average (75kg)",4,424,2052
Henrique Pereira Araújo,71,ST  CF,Normal  Lengthy,0,2,2,M \ M,70,71,56,65,27,70,"182cm | 6'0""  Average (72kg)",6,359,1702
David Jurásek,71,"LB  LWB,LM",Normal  Controlled,600,2,2,H \ M,80,56,67,71,64,73,"183cm | 6'0""  Average (76kg)",1,411,1919
Michele Collocolo,71,CDM  CM,Normal  Controlled,450,2,3,M \ H,70,58,65,66,69,74,"188cm | 6'2""  High & Average+ (78kg)",11,402,1898
Václav Jurecka,71,"ST  RM,CF",Normal  Controlled,500,2,3,H \ M,75,71,59,68,27,69,"182cm | 6'0""  Average (78kg)",-1,369,1752
Jan Mejdr,71,RB  RWB,Normal  Controlled,300,2,2,H \ H,74,46,57,64,69,77,"185cm | 6'1""  High & Average (87kg)",15,387,1752
Samuel Di Carmine,71,ST  CF,Normal  Controlled,400,3,4,M \ M,63,72,53,72,36,75,"186cm | 6'1""  High & Average (84kg)",2,371,1784
Elio Capradossi,71,CB,Normal  Controlled,500,2,5,M \ H,60,36,51,51,73,69,"185cm | 6'1""  High & Average+ (78kg)",13,340,1610
Pedro Manuel Mineiro Mendes,71,ST  CF,Normal  Controlled,300,3,4,H \ M,71,72,56,67,34,77,"187cm | 6'2""  High & Average (84kg)",3,377,1806
Daniel Ríos,71,ST  CF,IF  Lengthy,0,2,3,M \ M,60,76,57,70,37,76,"184cm | 6'0""  Average (84kg)",20,376,1744
Bruno Fornaroli,71,ST  CF,Rare  Controlled,300,4,5,H \ L,70,73,63,74,38,71,"175cm | 5'9""  Average (68kg)",-1,389,1911
Davie Selke,71,ST  CF,non-rare  Controlled,500,3,3,H \ M,72,71,53,67,37,75,"195cm | 6'5""  High & Average+ (84kg)",13,375,1771
Lisandro Magallán,71,CB,non-rare  Controlled,400,2,3,L \ M,48,38,52,58,71,78,"185cm | 6'1""  High & Average (83kg)",0,345,1607
Sam Lammers,71,ST  CF,Rare  Controlled,300,4,5,M \ M,70,73,59,71,34,66,"189cm | 6'2""  High & Average+ (77kg)",3,373,1785
Gyasi Zardes,71,ST  CF,Rare  Controlled,300,3,5,H \ H,83,70,53,68,44,75,"188cm | 6'2""  High & Average (80kg)",8,393,1811
Pedro Santos,71,"LB  LWB,RM,LM",Rare  Controlled,350,3,4,H \ M,69,69,71,73,68,65,"178cm | 5'10""  Average (76kg)",1,415,2021
Cristian Zapata,71,CB,non-rare  Controlled,5K,2,2,M \ H,37,33,47,59,73,71,"188cm | 6'2""  High & Stocky (78kg)",1,320,1533
Guillermo Ortíz,71,CB,non-rare  Controlled,0,2,3,L \ H,65,41,48,48,71,77,"183cm | 6'0""  Average (76kg)",1,350,1636
Iván Franco,71,"CF  RM,ST",Rare  Explosive,1.6K,4,3,H \ M,80,66,58,73,37,60,"171cm | 5'7""  Lean (66kg)",2,374,1747
Miguel Juan Llambrich,71,RB  RWB,Rare  Controlled,300,3,3,M \ M,76,51,64,73,66,65,"170cm | 5'7""  Short & Lean- (67kg)",0,395,1849
João Gamboa,71,CDM  CM,non-rare  Lengthy,1K,3,3,M \ M,65,58,66,67,68,74,"187cm | 6'2""  High & Average (80kg)",1,398,1856
Gerso Fernandes,71,"LW  LM,RW",Rare  Explosive,300,4,2,H \ M,91,65,61,74,41,51,"173cm | 5'8""  Average (64kg)",1,383,1821
Antonin Bobichon,71,"CM  LM,CAM",Rare  Controlled,400,3,2,M \ M,65,73,72,71,56,64,"178cm | 5'10""  Average (75kg)",2,401,1937
Ismail Jakobs,71,"LM  LB,LW",non-rare  Controlled,400,3,3,M \ M,85,59,60,73,65,68,"184cm | 6'0""  Lean (75kg)",3,410,1825
Sacha Boey,71,RB  RWB,Rare  Explosive,300,3,2,M \ M,85,43,60,68,63,65,"178cm | 5'10""  Lean (70kg)",12,384,1771
Olivier Ntcham,71,"CM  CAM,RW",Rare  Controlled,350,3,3,M \ M,67,68,72,75,63,73,"180cm | 5'11""  Average (80kg)",1,418,2022
Jakub Kiwior,71,CDM  CB,Rare  Lengthy,300,2,3,M \ M,65,37,58,63,70,75,"189cm | 6'2""  High & Average+ (75kg)",50,368,1695
Carlos Alcaraz,71,"CAM  CM,LM",non-rare  Explosive,1.6K,4,3,H \ L,84,67,65,77,46,66,"176cm | 5'9""  Lean (70kg)",19,405,1920
Kamil Piatkowski,71,CB,Rare  Controlled,300,2,3,H \ H,81,47,64,66,69,82,"191cm | 6'3""  High & Average (83kg)",4,409,1867
Yildirim Mert Çetin,71,CB,non-rare  Controlled,600,2,3,M \ H,61,44,54,59,71,73,"189cm | 6'2""  High & Average+ (90kg)",1,362,1655
Antonio Blanco Conde,71,CM  CDM,non-rare  Controlled,700,3,3,H \ M,54,57,67,66,62,58,"176cm | 5'9""  Average (68kg)",-2,364,1761
Guillermo Burdisso,71,CB,Libertadores  Controlled,0,2,3,M \ H,42,43,54,53,70,78,"188cm | 6'2""  High & Average (84kg)",3,340,1606
Elisha Owusu,71,CDM  CM,non-rare  Controlled,850,2,3,M \ M,67,52,64,71,68,70,"182cm | 6'0""  Average (72kg)",1,392,1833
Stefano Moreo,71,"ST  CF,LW",Rare  Lengthy,350,3,3,M \ M,77,66,61,68,47,80,"191cm | 6'3""  High & Average+ (85kg)",0,399,1847
Kevin Long,71,CB,non-rare  Controlled,500,2,2,L \ M,51,35,50,56,71,69,"190cm | 6'3""  High & Average (82kg)",2,332,1573
Lukáš Juliš,71,ST  CF,Rare  Controlled,300,3,3,H \ M,82,69,60,67,29,68,"187cm | 6'2""  High & Average (86kg)",0,375,1749
Tom Trybull,71,CDM  CM,non-rare  Controlled,400,3,3,M \ H,62,47,65,66,69,72,"181cm | 5'11""  Lean (72kg)",1,381,1842
Jamal Lowe,71,"ST  CF,RW,LW",Rare  Controlled,400,4,4,H \ H,86,69,60,73,40,72,"183cm | 6'0""  Average (79kg)",6,400,1865
Hernán De La Fuente,71,RB  RWB,Rare  Controlled,300,3,3,H \ M,84,60,61,71,63,78,"177cm | 5'10""  Average (73kg)",1,417,1917
Raphael Holzhauser,71,"CAM  CM,CF",Rare  Controlled,350,3,3,H \ L,47,75,78,70,57,71,"192cm | 6'4""  High & Average+ (84kg)",3,398,1962
Quentin Bernard,71,"LB  CB,LWB",Rare  Lengthy,300,2,3,M \ M,59,57,69,64,66,79,"184cm | 6'0""  Average (83kg)",1,394,1858
Alexandru Epureanu,71,CB,non-rare  Controlled,400,2,2,L \ M,32,53,54,55,73,74,"189cm | 6'2""  High & Average (80kg)",3,341,1656
András Schäfer,71,CM  CDM,UEL Live  Explosive,0,4,4,M \ M,87,78,84,85,76,77,"178cm | 5'10""  Lean (72kg)",1521,487,2273
Esaka,71,"CAM  CF,ST",non-rare  Explosive,300,4,4,H \ M,80,69,69,70,52,64,"175cm | 5'9""  Lean (67kg)",5,404,1942
James Bree,71,RWB  RB,non-rare  Controlled,400,2,3,H \ M,73,44,64,66,67,67,"178cm | 5'10""  Average (74kg)",1,381,1773
Issiaga Sylla,71,LB  LWB,non-rare  Controlled,1.1K,3,2,M \ H,69,61,67,66,65,73,"180cm | 5'11""  Lean (75kg)",22,401,1892
William Troost-Ekong,71,CB,non-rare  Controlled,450,2,3,L \ M,61,32,43,43,72,77,"191cm | 6'3""  High & Average (92kg)",5,328,1514
Ronaldo Vieira,71,CDM  CM,non-rare  Controlled,700,3,3,M \ M,73,58,65,72,67,74,"178cm | 5'10""  Average (70kg)",13,409,1916
Tim Skarke,71,"RM  RWB,LM,RW",Rare  Controlled,300,3,3,H \ M,88,68,60,73,45,55,"181cm | 5'11""  Average (79kg)",8,389,1794
Britt Assombalonga,71,"ST  CF,LW",non-rare  Lengthy,500,3,3,M \ L,78,69,59,67,35,74,"177cm | 5'10""  Stocky (79kg)",1,382,1815
Henrique Pereira Araújo,71,ST  CF,non-rare  Lengthy,350,2,2,M \ M,70,71,56,65,27,70,"182cm | 6'0""  Average (72kg)",0,359,1702
Myziane Maolida,71,"LM  ST,LW",Rare  Controlled,400,3,3,M \ L,77,67,62,76,24,59,"181cm | 5'11""  Average (78kg)",1,365,1721
Pablo Galdames,71,CM  CDM,Rare  Explosive,300,3,3,M \ M,80,60,71,73,61,69,"175cm | 5'9""  Average (68kg)",1,414,1956
Asier Villalibre Molina,71,ST  CF,Rare  Lengthy,550,3,3,H \ M,72,70,55,67,39,81,"184cm | 6'0""  Stocky (87kg)",-1,384,1794
Raoul Petretta,71,LB  LWB,non-rare  Controlled,700,3,3,M \ M,80,36,66,70,66,73,"175cm | 5'9""  Average (70kg)",2,391,1811
Camarasa,71,"CM  RM,CAM",Rare  Controlled,300,3,3,H \ M,52,72,71,71,68,70,"183cm | 6'0""  Lean (77kg)",1,404,1988
Daniel Barlaser,71,CDM,non-rare  Controlled,400,3,3,M \ M,51,61,71,67,66,70,"184cm | 6'0""  Lean (62kg)",0,386,1889
